path,title,current_category,new_category,new_tags
_posts/2026-05-05-rotation-hop-1---einbeiniger-sprung-mit-rotation.md,Rotation Hop 1  - Einbeiniger Sprung mit Rotation,"coordination,strength,movement",coordination,"footwork,movement,strength"
_posts/2026-05-05-single-leg-hop--einbeiniger-sprung-vorwrts.md,Single Leg Hop - Einbeiniger Sprung vorwärts,"coordination,strength,movement",coordination,"footwork,movement,strength"
_posts/2026-05-06-97-floorball-goalie-training-on-instagram-quot-v-hozy-s-p.md,97 FLOORBALL GOALIE TRAINING on Instagram: &quot;V& ;HOZY S P&,coordination,coordination,
_posts/2026-05-06-between-the-posts-com-on-instagram-quot-you-want-to-train-rebound.md,Between-the-Posts.com on Instagram: &quot;You want to train rebound,coordination,coordination,"hand-eye,juggling,rebound-control"
_posts/2026-05-06-floorball-connect-on-instagram-quot-floorball-decision-making-isn.md,Floorball Connect on Instagram: &quot;Floorball decision-making isn&,"floorball,training",technique,
_posts/2026-05-06-floorball-connect-on-instagram-quot-move-the-goals-to-a-distance-of.md,Floorball Connect on Instagram: &quot;Move the goals to a distance of,"floorball,training",technique,
_posts/2026-05-06-floorball-training-drill.md,Floorball training drill,"floorball,training",technique,
_posts/2026-05-06-floorballfrenzy-floorball-content-on-instagram-quot-defenders-in.md,FloorballFrenzy | Floorball Content on Instagram: &quot;Defenders in,"floorball,training",technique,mental
_posts/2026-05-06-floorballfrenzy-floorball-content-on-instagram-quot-stop.md,FloorballFrenzy | Floorball Content on Instagram: &quot;Stop,"floorball,training",technique,
_posts/2026-05-06-goalie-coordination-drill-ChsHlaPMuCx.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-coordination-drill-CZPT096K26U.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-coordination-drill-DW4RH30lIER.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-coordination-drill-DWqurGLEQPo.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-coordination-drill-DWwMyb4lgnW.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-coordination-drill.md,Goalie coordination drill,coordination,coordination,
_posts/2026-05-06-goalie-strength-drill-DWPOsPjDJts.md,Goalie strength drill,strength,strength,
_posts/2026-05-06-goalie-strength-drill.md,Goalie strength drill,strength,strength,
_posts/2026-05-06-goalie-strength-on-instagram-quot-glove-hand-program-coming-soon.md,Goalie Strength on Instagram: &quot;Glove hand program coming soon.,strength,coordination,"hand-eye,strength"
_posts/2026-05-06-goalie-training-drill-C6asFQEIlV4.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-C6mX0FBIrYg.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-CcPdV8tMcxp.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-CG6zPFep892.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-CHxOPkxl-Aa.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-Cl1_bOAIYFO.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DCfEWeZonkP.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DCkC8mooqOT.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DCNA5j8ozXV.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DCUj_uXIzZv.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DFgKTUoocCO.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DLVV8oNJ-W-.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DNYgDrVqowo.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DV-VyrZDJn5.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DWV-2i2DVEt.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill-DX-D9hLDaj1.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-training-drill.md,Goalie training drill,training,technique,
_posts/2026-05-06-goalie-warmup-drill-CnzDiu4s9Dw.md,Goalie warmup drill,warmup,warmup,
_posts/2026-05-06-goalie-warmup-drill-CWBnw8JAIE8.md,Goalie warmup drill,warmup,warmup,
_posts/2026-05-06-goalie-warmup-drill-Cx3uOYwo5qt.md,Goalie warmup drill,warmup,warmup,
_posts/2026-05-06-goalie-warmup-drill-DWJScPnjDvz.md,Goalie warmup drill,warmup,warmup,
_posts/2026-05-06-goalie-warmup-drill.md,Goalie warmup drill,warmup,warmup,
_posts/2026-05-06-harun-atlas-kaleci-antren-r-on-instagram-quot-pre-match.md,Harun ATLAS | Kaleci Antren& ;r& ; on Instagram: &quot;Pre-Match &,coordination,coordination,match-prep
_posts/2026-05-06-hc-rychenberg-winterthur-on-instagram-quot-eric-kunz35.md,HC Rychenberg Winterthur on Instagram: &quot;& ;eric_kunz35,coordination,coordination,"match-prep,warmup"
_posts/2026-05-06-liam-wilson-on-instagram-quot-for-more-details-and-other-tutorials.md,Liam Wilson on Instagram: &quot;For more details and other tutorials,training,technique,
_posts/2026-05-06-mattias-s-derlund-on-instagram-quot-t-vlingss-songen-f-r.md,Mattias S& ;derlund on Instagram: &quot;T& ;vlingss& ;songen f& ;r &,training,technique,positioning
_posts/2026-05-06-progoalieacademy-sk-on-instagram-quot-working-on-better-reactions.md,ProGoalieAcademy.sk on Instagram: &quot;Working on better reactions,"floorball,training",reaction,"coordination,hand-eye"
_posts/2026-05-06-saara-on-instagram-quot-controlling-rebounds.md,Saara & ;& ; on Instagram: &quot;Controlling rebounds.,training,technique,rebound-control
